case_id,activity,timestamp,team,status,priority
C0163,Claim Received,2026-04-11 13:00:00.000000,Customer Service,Completed,Medium
C0163,Initial Review,2026-04-11 15:35:25.038947,Customer Service,Completed,Medium
C0163,Technical Assessment,2026-04-11 20:38:09.285711,Technical,Completed,Medium
C0163,Quality Review,2026-04-13 03:21:15.840996,Quality,Completed,Medium
C0163,Decision,2026-04-13 06:17:12.708905,Quality,Completed,Medium
C0163,Customer Notification,2026-04-13 08:41:06.104119,Customer Service,Completed,Medium
C0163,Case Closed,2026-04-13 12:21:52.746003,Customer Service,Completed,Medium
C0164,Claim Received,2026-03-09 09:00:00.000000,Customer Service,Completed,Medium
C0164,Initial Review,2026-03-09 10:27:07.575985,Customer Service,Completed,Medium
C0164,Technical Assessment,2026-03-09 18:42:40.011122,Technical,Completed,Medium
C0164,Quality Review,2026-03-10 21:11:25.345959,Quality,Completed,Medium
C0164,Decision,2026-03-11 04:19:47.328617,Quality,Completed,Medium
C0164,Customer Notification,2026-03-11 07:27:47.828518,Customer Service,Completed,Medium
C0164,Case Closed,2026-03-11 16:24:25.029503,Customer Service,Completed,Medium
C0165,Claim Received,2026-02-14 08:00:00.000000,Customer Service,Completed,High
C0165,Initial Review,2026-02-14 12:36:30.191138,Customer Service,Completed,High
C0165,Technical Assessment,2026-02-14 22:02:06.246804,Technical,Completed,High
C0165,Quality Review,2026-02-15 09:27:13.657950,Quality,Completed,High
C0165,Decision,2026-02-15 14:51:50.690305,Quality,Completed,High
C0165,Customer Notification,2026-02-15 15:48:43.512059,Customer Service,Completed,High
C0165,Case Closed,2026-02-15 17:30:04.461170,Customer Service,Completed,High
C0166,Claim Received,2026-06-15 09:00:00.000000,Customer Service,Completed,High
C0166,Initial Review,2026-06-15 12:07:45.462740,Customer Service,Completed,High
C0166,Technical Assessment,2026-06-17 01:02:15.350942,Technical,Completed,High
C0166,Quality Review,2026-06-17 11:52:31.658074,Quality,Completed,High
C0166,Decision,2026-06-17 15:36:14.151350,Quality,Completed,High
C0166,Customer Notification,2026-06-17 18:34:34.025014,Customer Service,Completed,High
C0166,Case Closed,2026-06-18 00:57:16.980316,Customer Service,Completed,High
C0167,Claim Received,2026-05-27 14:00:00.000000,Customer Service,Completed,Medium
C0167,Initial Review,2026-05-27 19:06:30.337228,Customer Service,Completed,Medium
C0167,Technical Assessment,2026-05-27 23:31:16.244795,Technical,Completed,Medium
C0167,Quality Review,2026-05-28 15:40:06.787897,Quality,Completed,Medium
C0167,Decision,2026-05-28 18:47:29.251953,Quality,Completed,Medium
C0167,Customer Notification,2026-05-29 05:44:32.183037,Customer Service,Completed,Medium
C0167,Case Closed,2026-05-29 09:50:17.360916,Customer Service,Completed,Medium
C0168,Claim Received,2026-05-21 15:00:00.000000,Customer Service,Completed,Medium
C0168,Initial Review,2026-05-21 16:18:17.623241,Customer Service,Completed,Medium
C0168,Technical Assessment,2026-05-21 22:13:34.318504,Technical,Completed,Medium
C0168,Quality Review,2026-05-23 07:27:28.295906,Quality,Completed,Medium
C0168,Decision,2026-05-23 13:14:32.590705,Quality,Completed,Medium
C0168,Customer Notification,2026-05-23 16:37:36.930143,Customer Service,Completed,Medium
C0168,Case Closed,2026-05-23 21:32:11.413946,Customer Service,Completed,Medium
C0169,Claim Received,2026-05-25 16:00:00.000000,Customer Service,Completed,Medium
C0169,Initial Review,2026-05-25 18:36:28.879536,Customer Service,Completed,Medium
C0169,Technical Assessment,2026-05-25 22:58:22.453112,Technical,Completed,Medium
C0169,Quality Review,2026-05-26 11:40:34.272102,Quality,Completed,Medium
C0169,Decision,2026-05-26 15:21:42.417673,Quality,Completed,Medium
C0169,Customer Notification,2026-05-26 17:46:36.609034,Customer Service,Completed,Medium
C0169,Case Closed,2026-05-26 21:41:48.409591,Customer Service,Completed,Medium
C0170,Claim Received,2026-03-03 12:00:00.000000,Customer Service,Completed,Medium
C0170,Initial Review,2026-03-03 15:40:06.412163,Customer Service,Completed,Medium
C0170,Technical Assessment,2026-03-04 05:59:14.243093,Technical,Completed,Medium
C0170,Quality Review,2026-03-05 16:44:04.377211,Quality,Completed,Medium
C0170,Decision,2026-03-06 00:37:49.933343,Quality,Completed,Medium
C0170,Customer Notification,2026-03-06 04:26:10.158490,Customer Service,Completed,Medium
C0170,Case Closed,2026-03-06 06:18:16.975055,Customer Service,Completed,Medium
C0171,Claim Received,2026-04-02 17:00:00.000000,Customer Service,Completed,High
C0171,Initial Review,2026-04-02 17:54:46.174604,Customer Service,Completed,High
C0171,Technical Assessment,2026-04-03 07:43:31.742802,Technical,Completed,High
C0171,Quality Review,2026-04-04 04:08:13.829339,Quality,Completed,High
C0171,Decision,2026-04-04 10:28:46.576655,Quality,Completed,High
C0171,Customer Notification,2026-04-04 12:27:39.415549,Customer Service,Completed,High
C0171,Case Closed,2026-04-04 15:13:21.699999,Customer Service,Completed,High
C0172,Claim Received,2026-05-15 15:00:00.000000,Customer Service,Completed,Medium
C0172,Initial Review,2026-05-15 16:00:12.302935,Customer Service,Completed,Medium
C0172,Technical Assessment,2026-05-15 22:49:26.107856,Technical,Completed,Medium
C0172,Quality Review,2026-05-17 04:01:49.519320,Quality,Completed,Medium
C0172,Decision,2026-05-17 11:05:46.055587,Quality,Completed,Medium
C0172,Customer Notification,2026-05-17 12:09:42.714866,Customer Service,Completed,Medium
C0172,Case Closed,2026-05-17 17:44:52.749521,Customer Service,Completed,Medium
C0173,Claim Received,2026-01-19 13:00:00.000000,Customer Service,Completed,High
C0173,Initial Review,2026-01-19 16:37:05.347339,Customer Service,Completed,High
C0173,Technical Assessment,2026-01-20 02:22:53.539198,Technical,Completed,High
C0173,Quality Review,2026-01-20 18:10:31.872684,Quality,Completed,High
C0173,Technical Assessment,2026-01-21 05:34:40.306349,Technical,Completed,High
C0173,Quality Review,2026-01-22 03:27:06.371678,Quality,Completed,High
C0173,Decision,2026-01-22 06:34:29.028713,Quality,Completed,High
C0173,Customer Notification,2026-01-22 08:43:24.512669,Customer Service,Completed,High
C0173,Case Closed,2026-01-22 11:58:41.922071,Customer Service,Completed,High
C0174,Claim Received,2026-04-07 12:00:00.000000,Customer Service,Completed,High
C0174,Initial Review,2026-04-07 15:44:09.527616,Customer Service,Completed,High
C0174,Request Additional Information,2026-04-09 11:53:23.913670,Customer Service,Completed,High
C0174,Initial Review,2026-04-09 15:29:52.835323,Customer Service,Completed,High
C0174,Technical Assessment,2026-04-10 04:13:35.356173,Technical,Completed,High
C0174,Quality Review,2026-04-11 00:43:19.764187,Quality,Completed,High
C0174,Decision,2026-04-11 03:50:58.552424,Quality,Completed,High
C0174,Customer Notification,2026-04-11 06:07:00.885581,Customer Service,Completed,High
C0174,Case Closed,2026-04-11 07:20:00.072936,Customer Service,Completed,High
C0175,Claim Received,2026-03-30 13:00:00.000000,Customer Service,Completed,Low
C0175,Initial Review,2026-03-30 15:12:26.368202,Customer Service,Completed,Low
C0175,Technical Assessment,2026-03-30 21:29:52.517442,Technical,Completed,Low
C0175,Quality Review,2026-04-01 06:18:14.684124,Quality,Completed,Low
C0175,Decision,2026-04-01 11:55:11.332016,Quality,Completed,Low
C0175,Customer Notification,2026-04-01 14:01:05.381602,Customer Service,Completed,Low
C0175,Case Closed,2026-04-01 16:45:29.193139,Customer Service,Completed,Low
C0176,Claim Received,2026-04-18 10:00:00.000000,Customer Service,Completed,Medium
C0176,Initial Review,2026-04-18 15:25:21.935957,Customer Service,Completed,Medium
C0176,Technical Assessment,2026-04-19 00:43:29.049726,Technical,Completed,Medium
C0176,Quality Review,2026-04-19 15:09:32.477279,Quality,Completed,Medium
C0176,Decision,2026-04-19 22:20:35.972841,Quality,Completed,Medium
C0176,Customer Notification,2026-04-20 01:24:17.305207,Customer Service,Completed,Medium
C0176,Case Closed,2026-04-20 02:46:24.074219,Customer Service,Completed,Medium
C0177,Claim Received,2026-01-27 09:00:00.000000,Customer Service,Completed,Medium
C0177,Initial Review,2026-01-27 11:42:32.547621,Customer Service,Completed,Medium
C0177,Technical Assessment,2026-01-27 17:57:42.134165,Technical,Completed,Medium
C0177,Quality Review,2026-01-29 04:33:56.604166,Quality,Completed,Medium
C0177,Decision,2026-01-29 08:35:36.336786,Quality,Completed,Medium
C0177,Customer Notification,2026-01-29 12:16:23.179451,Customer Service,Completed,Medium
C0177,Case Closed,2026-01-29 15:25:46.999466,Customer Service,Completed,Medium
C0178,Claim Received,2026-01-14 09:00:00.000000,Customer Service,Completed,Medium
C0178,Initial Review,2026-01-14 11:39:19.702430,Customer Service,Completed,Medium
C0178,Technical Assessment,2026-01-14 21:23:07.407664,Technical,Completed,Medium
C0178,Quality Review,2026-01-16 07:35:56.966731,Quality,Completed,Medium
C0178,Decision,2026-01-16 13:33:45.881214,Quality,Completed,Medium
C0178,Customer Notification,2026-01-16 14:51:01.773165,Customer Service,Completed,Medium
C0178,Case Closed,2026-01-16 18:35:55.700569,Customer Service,Completed,Medium
C0179,Claim Received,2026-01-23 12:00:00.000000,Customer Service,Completed,Low
C0179,Initial Review,2026-01-23 18:08:36.181833,Customer Service,Completed,Low
C0179,Technical Assessment,2026-01-24 07:00:46.443311,Technical,Completed,Low
C0179,Quality Review,2026-01-25 03:22:23.328581,Quality,Completed,Low
C0179,Decision,2026-01-25 12:48:28.664061,Quality,Completed,Low
C0179,Customer Notification,2026-01-25 14:25:25.659713,Customer Service,Completed,Low
C0179,Case Closed,2026-01-25 18:26:58.059897,Customer Service,Completed,Low
C0180,Claim Received,2026-04-10 10:00:00.000000,Customer Service,Completed,Medium
C0180,Initial Review,2026-04-10 12:51:18.369447,Customer Service,Completed,Medium
C0180,Technical Assessment,2026-04-11 08:41:29.710150,Technical,Completed,Medium
C0180,Quality Review,2026-04-12 07:14:43.282684,Quality,Completed,Medium
C0180,Decision,2026-04-12 14:16:04.183730,Quality,Completed,Medium
C0180,Customer Notification,2026-04-12 15:43:16.395014,Customer Service,Completed,Medium
C0180,Case Closed,2026-04-12 17:12:17.042192,Customer Service,Completed,Medium
C0181,Claim Received,2026-05-31 11:00:00.000000,Customer Service,Completed,Medium
C0181,Initial Review,2026-05-31 14:46:04.834311,Customer Service,Completed,Medium
C0181,Request Additional Information,2026-06-02 08:13:50.150158,Customer Service,Completed,Medium
C0181,Initial Review,2026-06-02 11:54:29.409574,Customer Service,Completed,Medium
C0181,Technical Assessment,2026-06-02 22:33:20.558735,Technical,Completed,Medium
C0181,Quality Review,2026-06-03 21:59:09.619820,Quality,Completed,Medium
C0181,Decision,2026-06-04 05:24:09.607369,Quality,Completed,Medium
C0181,Customer Notification,2026-06-04 07:54:32.303248,Customer Service,Completed,Medium
C0181,Case Closed,2026-06-04 12:54:40.409309,Customer Service,Completed,Medium
C0182,Claim Received,2026-04-25 10:00:00.000000,Customer Service,Completed,Low
C0182,Initial Review,2026-04-25 16:53:39.728033,Customer Service,Completed,Low
C0182,Technical Assessment,2026-04-26 01:15:14.844886,Technical,Completed,Low
C0182,Quality Review,2026-04-26 16:52:59.482264,Quality,Completed,Low
C0182,Decision,2026-04-27 00:12:06.094430,Quality,Completed,Low
C0182,Customer Notification,2026-04-27 04:21:46.524296,Customer Service,Completed,Low
C0182,Case Closed,2026-04-27 09:07:59.553636,Customer Service,Completed,Low
C0183,Claim Received,2026-01-23 14:00:00.000000,Customer Service,Completed,High
C0183,Initial Review,2026-01-23 17:01:31.644537,Customer Service,Completed,High
C0183,Request Additional Information,2026-01-25 03:17:46.439586,Customer Service,Completed,High
C0183,Initial Review,2026-01-25 16:42:07.834132,Customer Service,Completed,High
C0183,Technical Assessment,2026-01-26 03:44:48.450874,Technical,Completed,High
C0183,Quality Review,2026-01-27 04:21:18.563757,Quality,Completed,High
C0183,Decision,2026-01-27 06:40:24.383040,Quality,Completed,High
C0183,Customer Notification,2026-01-27 08:52:18.713071,Customer Service,Completed,High
C0183,Case Closed,2026-01-27 10:04:21.650640,Customer Service,Completed,High
C0184,Claim Received,2026-05-18 13:00:00.000000,Customer Service,Completed,High
C0184,Initial Review,2026-05-18 17:18:41.667303,Customer Service,Completed,High
C0184,Request Additional Information,2026-05-19 21:46:10.053003,Customer Service,Completed,High
C0184,Initial Review,2026-05-20 00:27:41.924273,Customer Service,Completed,High
C0184,Technical Assessment,2026-05-20 08:10:29.834277,Technical,Completed,High
C0184,Quality Review,2026-05-21 06:50:47.619382,Quality,Completed,High
C0184,Decision,2026-05-21 10:20:46.918002,Quality,Completed,High
C0184,Customer Notification,2026-05-21 17:43:05.034510,Customer Service,Completed,High
C0184,Case Closed,2026-05-21 20:25:08.176463,Customer Service,Completed,High
C0185,Claim Received,2026-03-19 12:00:00.000000,Customer Service,Completed,Medium
C0185,Initial Review,2026-03-19 14:24:06.239757,Customer Service,Completed,Medium
C0185,Technical Assessment,2026-03-20 04:08:53.855129,Technical,Completed,Medium
C0185,Quality Review,2026-03-21 13:00:06.817298,Quality,Completed,Medium
C0185,Decision,2026-03-21 20:50:49.956869,Quality,Completed,Medium
C0185,Customer Notification,2026-03-22 00:19:28.848852,Customer Service,Completed,Medium
C0185,Case Closed,2026-03-22 03:24:30.757951,Customer Service,Completed,Medium
C0186,Claim Received,2026-04-15 15:00:00.000000,Customer Service,Completed,Medium
C0186,Initial Review,2026-04-15 19:47:50.879314,Customer Service,Completed,Medium
C0186,Technical Assessment,2026-04-16 11:17:30.155891,Technical,Completed,Medium
C0186,Quality Review,2026-04-17 03:06:25.374935,Quality,Completed,Medium
C0186,Decision,2026-04-17 08:08:52.152880,Quality,Completed,Medium
C0186,Customer Notification,2026-04-17 11:42:06.142563,Customer Service,Completed,Medium
C0186,Case Closed,2026-04-17 12:50:47.209431,Customer Service,Completed,Medium
C0187,Claim Received,2026-03-05 08:00:00.000000,Customer Service,Completed,High
C0187,Initial Review,2026-03-05 10:37:32.860807,Customer Service,Completed,High
C0187,Technical Assessment,2026-03-05 21:43:03.701478,Technical,Completed,High
C0187,Quality Review,2026-03-06 23:07:44.456360,Quality,Completed,High
C0187,Technical Assessment,2026-03-07 09:26:44.179862,Technical,Completed,High
C0187,Quality Review,2026-03-07 19:37:56.707719,Quality,Completed,High
C0187,Decision,2026-03-08 00:05:01.781014,Quality,Completed,High
C0187,Customer Notification,2026-03-08 02:58:22.734883,Customer Service,Completed,High
C0187,Case Closed,2026-03-08 05:10:19.277467,Customer Service,Completed,High
C0188,Claim Received,2026-06-26 09:00:00.000000,Customer Service,Completed,High
C0188,Initial Review,2026-06-26 10:56:24.999021,Customer Service,Completed,High
C0188,Technical Assessment,2026-06-26 15:57:53.425615,Technical,Completed,High
C0188,Quality Review,2026-06-27 20:05:28.530763,Quality,Completed,High
C0188,Technical Assessment,2026-06-28 06:32:30.887999,Technical,Completed,High
C0188,Quality Review,2026-06-28 21:18:29.944998,Quality,Completed,High
C0188,Decision,2026-06-28 23:00:16.449736,Quality,Completed,High
C0188,Customer Notification,2026-06-29 06:55:51.934856,Customer Service,Completed,High
C0188,Case Closed,2026-06-29 11:22:37.757164,Customer Service,Completed,High
C0189,Claim Received,2026-03-06 17:00:00.000000,Customer Service,Completed,Low
C0189,Initial Review,2026-03-06 23:01:49.848295,Customer Service,Completed,Low
C0189,Technical Assessment,2026-03-07 20:04:35.486630,Technical,Completed,Low
C0189,Quality Review,2026-03-08 22:40:55.775722,Quality,Completed,Low
C0189,Decision,2026-03-09 03:35:34.318167,Quality,Completed,Low
C0189,Customer Notification,2026-03-09 06:28:22.724448,Customer Service,Completed,Low
C0189,Case Closed,2026-03-09 12:37:07.838192,Customer Service,Completed,Low
C0190,Claim Received,2026-06-19 13:00:00.000000,Customer Service,Completed,Medium
C0190,Initial Review,2026-06-19 16:48:26.228111,Customer Service,Completed,Medium
C0190,Technical Assessment,2026-06-20 00:45:53.142753,Technical,Completed,Medium
C0190,Quality Review,2026-06-21 00:19:35.342139,Quality,Completed,Medium
C0190,Decision,2026-06-21 03:59:07.380338,Quality,Completed,Medium
C0190,Customer Notification,2026-06-21 05:48:57.737585,Customer Service,Completed,Medium
C0190,Case Closed,2026-06-21 11:34:37.117951,Customer Service,Completed,Medium
C0191,Claim Received,2026-03-03 08:00:00.000000,Customer Service,Completed,Medium
C0191,Initial Review,2026-03-03 13:01:37.736807,Customer Service,Completed,Medium
C0191,Technical Assessment,2026-03-04 01:25:39.415185,Technical,Completed,Medium
C0191,Quality Review,2026-03-05 05:45:56.712018,Quality,Completed,Medium
C0191,Decision,2026-03-05 11:41:53.364340,Quality,Completed,Medium
C0191,Customer Notification,2026-03-05 13:28:35.168085,Customer Service,Completed,Medium
C0191,Case Closed,2026-03-05 22:18:02.013819,Customer Service,Completed,Medium
C0192,Claim Received,2026-02-18 13:00:00.000000,Customer Service,Completed,Medium
C0192,Initial Review,2026-02-18 17:37:57.897778,Customer Service,Completed,Medium
C0192,Request Additional Information,2026-02-20 00:52:46.606938,Customer Service,Completed,Medium
C0192,Initial Review,2026-02-20 06:24:44.084037,Customer Service,Completed,Medium
C0192,Technical Assessment,2026-02-20 17:30:52.752760,Technical,Completed,Medium
C0192,Quality Review,2026-02-22 01:41:23.935973,Quality,Completed,Medium
C0192,Decision,2026-02-22 04:46:36.470502,Quality,Completed,Medium
C0192,Customer Notification,2026-02-22 06:09:38.267211,Customer Service,Completed,Medium
C0192,Case Closed,2026-02-22 11:12:08.456856,Customer Service,Completed,Medium
C0193,Claim Received,2026-03-27 18:00:00.000000,Customer Service,Completed,High
C0193,Initial Review,2026-03-27 19:09:25.917437,Customer Service,Completed,High
C0193,Technical Assessment,2026-03-28 06:41:32.461788,Technical,Completed,High
C0193,Quality Review,2026-03-29 07:25:25.272780,Quality,Completed,High
C0193,Decision,2026-03-29 10:16:27.736368,Quality,Completed,High
C0193,Customer Notification,2026-03-29 13:07:02.224362,Customer Service,Completed,High
C0193,Case Closed,2026-03-29 17:22:58.288886,Customer Service,Completed,High
C0194,Claim Received,2026-02-19 16:00:00.000000,Customer Service,Completed,Low
C0194,Initial Review,2026-02-19 17:55:08.024243,Customer Service,Completed,Low
C0194,Technical Assessment,2026-02-20 07:37:12.657003,Technical,Completed,Low
C0194,Quality Review,2026-02-21 23:06:02.296497,Quality,Completed,Low
C0194,Technical Assessment,2026-02-22 20:34:19.494640,Technical,Completed,Low
C0194,Quality Review,2026-02-24 15:24:11.519664,Quality,Completed,Low
C0194,Decision,2026-02-25 00:54:25.468376,Quality,Completed,Low
C0194,Customer Notification,2026-02-25 05:12:42.093882,Customer Service,Completed,Low
C0194,Case Closed,2026-02-25 06:53:47.621568,Customer Service,Completed,Low
C0195,Claim Received,2026-01-15 08:00:00.000000,Customer Service,Completed,Medium
C0195,Initial Review,2026-01-15 11:15:36.958114,Customer Service,Completed,Medium
C0195,Technical Assessment,2026-01-16 02:05:23.488589,Technical,Completed,Medium
C0195,Quality Review,2026-01-16 17:53:32.282730,Quality,Completed,Medium
C0195,Technical Assessment,2026-01-17 08:48:31.806528,Technical,Completed,Medium
C0195,Quality Review,2026-01-18 07:13:04.472723,Quality,Completed,Medium
C0195,Technical Assessment,2026-01-18 17:13:27.355332,Technical,Completed,Medium
C0195,Quality Review,2026-01-19 05:20:10.768819,Quality,Completed,Medium
C0195,Decision,2026-01-19 11:43:13.004740,Quality,Completed,Medium
C0195,Customer Notification,2026-01-19 15:23:46.673776,Customer Service,Completed,Medium
C0195,Case Closed,2026-01-20 02:21:42.498197,Customer Service,Completed,Medium
C0196,Claim Received,2026-02-27 13:00:00.000000,Customer Service,Completed,High
C0196,Initial Review,2026-02-27 15:02:54.128551,Customer Service,Completed,High
C0196,Technical Assessment,2026-02-27 23:53:08.655372,Technical,Completed,High
C0196,Quality Review,2026-03-01 08:26:46.572351,Quality,Completed,High
C0196,Decision,2026-03-01 14:35:56.019472,Quality,Completed,High
C0196,Customer Notification,2026-03-01 16:38:51.311354,Customer Service,Completed,High
C0196,Case Closed,2026-03-01 19:10:56.090667,Customer Service,Completed,High
C0197,Claim Received,2026-05-06 13:00:00.000000,Customer Service,Completed,Critical
C0197,Initial Review,2026-05-06 15:22:31.040240,Customer Service,Completed,Critical
C0197,Technical Assessment,2026-05-06 23:43:24.774992,Technical,Completed,Critical
C0197,Quality Review,2026-05-07 05:57:10.963463,Quality,Completed,Critical
C0197,Decision,2026-05-07 09:54:27.662328,Quality,Completed,Critical
C0197,Customer Notification,2026-05-07 10:26:25.993997,Customer Service,Completed,Critical
C0197,Case Closed,2026-05-07 11:14:54.451833,Customer Service,Completed,Critical
C0198,Claim Received,2026-06-13 12:00:00.000000,Customer Service,Completed,Medium
C0198,Initial Review,2026-06-13 16:51:22.493940,Customer Service,Completed,Medium
C0198,Request Additional Information,2026-06-17 21:00:00.171530,Customer Service,Completed,Medium
C0198,Initial Review,2026-06-17 22:32:26.213634,Customer Service,Completed,Medium
C0198,Technical Assessment,2026-06-18 03:12:57.260480,Technical,Completed,Medium
C0198,Quality Review,2026-06-19 01:52:46.015045,Quality,Completed,Medium
C0198,Decision,2026-06-19 05:23:45.162175,Quality,Completed,Medium
C0198,Customer Notification,2026-06-19 07:00:44.507264,Customer Service,Completed,Medium
C0198,Case Closed,2026-06-19 08:03:31.989129,Customer Service,Completed,Medium
C0199,Claim Received,2026-06-09 17:00:00.000000,Customer Service,Completed,Medium
C0199,Initial Review,2026-06-09 21:30:13.074232,Customer Service,Completed,Medium
C0199,Technical Assessment,2026-06-10 14:05:03.619252,Technical,Completed,Medium
C0199,Quality Review,2026-06-11 16:54:32.722569,Quality,Completed,Medium
C0199,Decision,2026-06-11 23:37:03.539998,Quality,Completed,Medium
C0199,Customer Notification,2026-06-12 02:26:40.759539,Customer Service,Completed,Medium
C0199,Case Closed,2026-06-12 07:36:07.738308,Customer Service,Completed,Medium
C0200,Claim Received,2026-02-11 08:00:00.000000,Customer Service,Completed,Medium
C0200,Initial Review,2026-02-11 11:44:26.497747,Customer Service,Completed,Medium
C0200,Technical Assessment,2026-02-12 01:22:31.975086,Technical,Completed,Medium
C0200,Quality Review,2026-02-14 06:15:35.740026,Quality,Completed,Medium
C0200,Decision,2026-02-14 08:47:38.201360,Quality,Completed,Medium
C0200,Customer Notification,2026-02-14 11:30:59.051224,Customer Service,Completed,Medium
C0200,Case Closed,2026-02-14 17:15:49.079507,Customer Service,Completed,Medium
C0201,Claim Received,2026-03-07 18:00:00.000000,Customer Service,Completed,High
C0201,Initial Review,2026-03-07 19:43:28.708125,Customer Service,Completed,High
C0201,Technical Assessment,2026-03-08 02:14:24.322371,Technical,Completed,High
C0201,Quality Review,2026-03-08 13:45:23.114580,Quality,Completed,High
C0201,Decision,2026-03-08 15:32:44.715885,Quality,Completed,High
C0201,Customer Notification,2026-03-08 18:16:10.506212,Customer Service,Completed,High
C0201,Case Closed,2026-03-08 22:01:25.485031,Customer Service,Completed,High
C0202,Claim Received,2026-02-05 18:00:00.000000,Customer Service,Completed,Low
C0202,Initial Review,2026-02-05 23:04:59.490325,Customer Service,Completed,Low
C0202,Request Additional Information,2026-02-08 04:07:36.425380,Customer Service,Completed,Low
C0202,Initial Review,2026-02-08 06:56:11.908389,Customer Service,Completed,Low
C0202,Technical Assessment,2026-02-08 17:59:48.096219,Technical,Completed,Low
C0202,Quality Review,2026-02-09 11:40:30.197969,Quality,Completed,Low
C0202,Decision,2026-02-09 17:21:43.680728,Quality,Completed,Low
C0202,Customer Notification,2026-02-09 21:02:44.816236,Customer Service,Completed,Low
C0202,Case Closed,2026-02-10 00:46:34.396380,Customer Service,Completed,Low
C0203,Claim Received,2026-01-16 10:00:00.000000,Customer Service,Completed,Low
C0203,Initial Review,2026-01-16 11:49:20.203084,Customer Service,Completed,Low
C0203,Technical Assessment,2026-01-17 00:43:52.378045,Technical,Completed,Low
C0203,Quality Review,2026-01-18 03:45:01.097667,Quality,Completed,Low
C0203,Decision,2026-01-18 11:45:37.036183,Quality,Completed,Low
C0203,Customer Notification,2026-01-18 16:03:56.018221,Customer Service,Completed,Low
C0203,Case Closed,2026-01-18 21:37:45.236731,Customer Service,Completed,Low
C0204,Claim Received,2026-04-16 15:00:00.000000,Customer Service,Completed,Medium
C0204,Initial Review,2026-04-16 16:13:47.501857,Customer Service,Completed,Medium
C0204,Technical Assessment,2026-04-17 00:37:45.094279,Technical,Completed,Medium
C0204,Quality Review,2026-04-18 04:53:58.153055,Quality,Completed,Medium
C0204,Decision,2026-04-18 10:21:33.771630,Quality,Completed,Medium
C0204,Customer Notification,2026-04-18 14:17:35.043652,Customer Service,Completed,Medium
C0204,Case Closed,2026-04-18 16:59:04.455204,Customer Service,Completed,Medium
C0205,Claim Received,2026-06-19 11:00:00.000000,Customer Service,Completed,Low
C0205,Initial Review,2026-06-19 15:05:29.681030,Customer Service,Completed,Low
C0205,Request Additional Information,2026-06-21 09:12:00.901531,Customer Service,Completed,Low
C0205,Initial Review,2026-06-21 15:21:31.958447,Customer Service,Completed,Low
C0205,Technical Assessment,2026-06-23 12:38:59.076655,Technical,Completed,Low
C0205,Quality Review,2026-06-25 05:57:34.705524,Quality,Completed,Low
C0205,Decision,2026-06-25 11:44:18.674762,Quality,Completed,Low
C0205,Customer Notification,2026-06-25 13:32:02.308960,Customer Service,Completed,Low
C0205,Case Closed,2026-06-25 16:39:27.999376,Customer Service,Completed,Low
C0206,Claim Received,2026-05-21 18:00:00.000000,Customer Service,Completed,Medium
C0206,Initial Review,2026-05-21 20:53:35.476665,Customer Service,Completed,Medium
C0206,Technical Assessment,2026-05-22 01:59:48.538691,Technical,Completed,Medium
C0206,Quality Review,2026-05-23 03:44:58.756694,Quality,Completed,Medium
C0206,Decision,2026-05-23 08:44:25.409451,Quality,Completed,Medium
C0206,Customer Notification,2026-05-23 12:40:56.653432,Customer Service,Completed,Medium
C0206,Case Closed,2026-05-23 13:46:16.497751,Customer Service,Completed,Medium
C0207,Claim Received,2026-01-24 17:00:00.000000,Customer Service,Completed,Medium
C0207,Initial Review,2026-01-24 22:48:57.082469,Customer Service,Completed,Medium
C0207,Technical Assessment,2026-01-25 15:16:38.671770,Technical,Completed,Medium
C0207,Quality Review,2026-01-26 18:59:15.764750,Quality,Completed,Medium
C0207,Decision,2026-01-26 23:01:58.215480,Quality,Completed,Medium
C0207,Customer Notification,2026-01-27 02:28:57.373295,Customer Service,Completed,Medium
C0207,Case Closed,2026-01-27 05:08:32.880555,Customer Service,Completed,Medium
C0208,Claim Received,2026-04-04 15:00:00.000000,Customer Service,Completed,High
C0208,Initial Review,2026-04-04 16:15:21.936360,Customer Service,Completed,High
C0208,Technical Assessment,2026-04-04 21:56:22.779747,Technical,Completed,High
C0208,Quality Review,2026-04-05 23:28:24.353922,Quality,Completed,High
C0208,Decision,2026-04-06 02:28:29.829905,Quality,Completed,High
C0208,Customer Notification,2026-04-06 09:55:48.159605,Customer Service,Completed,High
C0208,Case Closed,2026-04-06 11:23:11.996900,Customer Service,Completed,High
C0209,Claim Received,2026-01-28 12:00:00.000000,Customer Service,Completed,High
C0209,Initial Review,2026-01-28 15:14:36.265432,Customer Service,Completed,High
C0209,Request Additional Information,2026-01-30 03:38:01.087181,Customer Service,Completed,High
C0209,Initial Review,2026-01-30 06:15:42.549700,Customer Service,Completed,High
C0209,Technical Assessment,2026-01-30 17:29:23.438411,Technical,Completed,High
C0209,Quality Review,2026-01-31 11:02:51.628666,Quality,Completed,High
C0209,Decision,2026-01-31 16:40:03.045250,Quality,Completed,High
C0209,Customer Notification,2026-01-31 19:19:14.379550,Customer Service,Completed,High
C0209,Case Closed,2026-01-31 22:45:16.155958,Customer Service,Completed,High
C0210,Claim Received,2026-05-16 08:00:00.000000,Customer Service,Completed,Medium
C0210,Initial Review,2026-05-16 11:45:58.073920,Customer Service,Completed,Medium
C0210,Technical Assessment,2026-05-16 23:57:28.157772,Technical,Completed,Medium
